subject,trial,item,dimension,puzzle,choice,accuracy,rt
3677764,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T4_minimal_difference.jpeg,0,16.483
3677764,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,4.936
3677764,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,6.81
3677764,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,7.226
3677764,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,12.153
3677764,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,1.787
3677764,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T4_minimal_difference.jpeg,0,18.01
3677764,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,9.857
3677764,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T4_minimal_difference.jpeg,0,13.488
3677764,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,10.273
3677764,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T2_minimal_difference.jpeg,0,9.657
3677764,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T4_paired_difference.jpeg,0,23.087
3677764,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,21.595
3677764,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,25.82
3677764,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,23.307
3677764,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T2_minimal_difference.jpeg,0,24.733
3690298,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,4.153
3690298,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,1.534
3690298,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.214
3690298,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,2.442
3690298,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,2.6
3690298,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,5.258
3690298,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,3.978
3690298,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,1.596
3690298,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,7.548
3690298,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,3.884
3690298,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,11.156
3690298,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,4.807
3690298,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,4.191
3690298,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_paired_difference.jpeg,1,5.439
3690298,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T2_paired_difference.jpeg,0,13.226
3690298,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,7.531
3690298,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_minimal_difference.jpeg,1,10.44
3690298,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_paired_difference.jpeg,1,10.784
3690298,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_paired_difference.jpeg,1,13.826
3690298,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_paired_difference.jpeg,1,10.947
3690298,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T2_paired_difference.jpeg,0,17.536
3690298,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_minimal_difference.jpeg,1,15.409
3690298,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T4_minimal_difference.jpeg,0,13.182
3690298,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_minimal_difference.jpeg,1,8.46
3690298,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_paired_difference.jpeg,1,11.43
3690298,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_minimal_difference.jpeg,1,8.618
3690298,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T1_minimal_difference.jpeg,1,10.517
3695633,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,2.744
3695633,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,2.228
3695633,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,2.978
3695633,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,3.84
3695633,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,2.591
3695633,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,4.813
3695633,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,4.636
3695633,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,1.294
3695633,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T2_minimal_difference.jpeg,0,7.037
3695633,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,5.216
3695633,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T3_minimal_difference.jpeg,0,5.499
3695633,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,9.385
3695633,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,4.97
3695633,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T3_paired_difference.jpeg,0,2.741
3695633,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_paired_difference.jpeg,1,4.956
3695633,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,25.865
3695633,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,9.657
3695633,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_paired_difference.jpeg,1,10.087
3695633,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_paired_difference.jpeg,1,4.737
3695633,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T3_minimal_difference.jpeg,0,5.423
3695633,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_minimal_difference.jpeg,1,8.193
3695633,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_paired_difference.jpeg,1,10.91
3695633,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T1_minimal_difference.jpeg,1,10.069
3695633,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T2_minimal_difference.jpeg,0,4.612
3695633,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_minimal_difference.jpeg,1,15.903
3695633,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_minimal_difference.jpeg,1,11.66
3695633,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T1_paired_difference.jpeg,1,7.53
3695633,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T1_paired_difference.jpeg,1,6.206
3695633,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T1_minimal_difference.jpeg,1,6.876
3695633,30,26,5,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T1_minimal_difference.jpeg,1,8.231
3712936,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,3.086
3712936,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,3.627
3712936,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.158
3712936,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,2.803
3712936,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,2.682
3712936,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,4.221
3712936,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,4.228
3712936,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,2.86
3712936,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,4.893
3712936,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_paired_difference.jpeg,1,4.695
3712936,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T3_minimal_difference.jpeg,0,10.735
3712936,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,10.627
3712936,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T3_paired_difference.jpeg,0,10.513
3712936,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T2_minimal_difference.jpeg,0,6.116
3712936,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T4_minimal_difference.jpeg,0,4.288
3712936,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T2_minimal_difference.jpeg,0,10.06
3712936,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,13.494
3712936,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T3_minimal_difference.jpeg,0,6.768
3712936,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_paired_difference.jpeg,1,17.769
3712936,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T2_minimal_difference.jpeg,0,7.681
3712936,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T3_minimal_difference.jpeg,0,9.19
3712936,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_minimal_difference.jpeg,1,6.919
3712936,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T2_paired_difference.jpeg,0,10.06
3712936,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,12.634
3712936,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_paired_difference.jpeg,1,10.737
3712936,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_minimal_difference.jpeg,1,11.321
3712936,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T3_paired_difference.jpeg,0,9.519
3712936,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T1_minimal_difference.jpeg,1,15.123
3727234,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,1.938
3727234,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,1.246
3727234,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,2.34
3727234,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,1.227
3727234,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,2.517
3727234,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,5.411
3727234,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,6.177
3727234,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,1.165
3727234,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,10.237
3727234,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T2_minimal_difference.jpeg,0,11.102
3727234,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T4_paired_difference.jpeg,0,8.034
3727234,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,6.494
3727234,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,9.585
3727234,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_minimal_difference.jpeg,1,15.0
3727234,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T2_minimal_difference.jpeg,0,15.99
3727234,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,15.896
3727234,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,9.052
3727234,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T2_minimal_difference.jpeg,0,6.641
